Empresa,Departamento,Mod_contract,Fecha,Lineas
America Movil Peru S.A.C.,Ucayali,control,2015-12-01,4
America Movil Peru S.A.C.,Sin LAC,control,2015-12-01,828
America Movil Peru S.A.C.,Amazonas,postpago,2015-12-01,9127
America Movil Peru S.A.C.,Ancash,postpago,2015-12-01,55143
America Movil Peru S.A.C.,Apurimac,postpago,2015-12-01,33934
America Movil Peru S.A.C.,Arequipa,postpago,2015-12-01,291266
America Movil Peru S.A.C.,Ayacucho,postpago,2015-12-01,23190
America Movil Peru S.A.C.,Cajamarca,postpago,2015-12-01,65175
America Movil Peru S.A.C.,Callao,postpago,2015-12-01,132661
America Movil Peru S.A.C.,Cusco,postpago,2015-12-01,181471
America Movil Peru S.A.C.,Huancavelica,postpago,2015-12-01,12882
America Movil Peru S.A.C.,Huanuco,postpago,2015-12-01,42552
America Movil Peru S.A.C.,Ica,postpago,2015-12-01,82797
America Movil Peru S.A.C.,Junin,postpago,2015-12-01,81226
America Movil Peru S.A.C.,La Libertad,postpago,2015-12-01,197336
America Movil Peru S.A.C.,Lambayeque,postpago,2015-12-01,69042
America Movil Peru S.A.C.,Lima,postpago,2015-12-01,1920188
America Movil Peru S.A.C.,Loreto,postpago,2015-12-01,15708
America Movil Peru S.A.C.,Madre de Dios,postpago,2015-12-01,28090
America Movil Peru S.A.C.,Moquegua,postpago,2015-12-01,25486
America Movil Peru S.A.C.,Pasco,postpago,2015-12-01,13293
America Movil Peru S.A.C.,Piura,postpago,2015-12-01,73511
America Movil Peru S.A.C.,Puno,postpago,2015-12-01,74989
America Movil Peru S.A.C.,San Martin,postpago,2015-12-01,19862
America Movil Peru S.A.C.,Tacna,postpago,2015-12-01,33417
America Movil Peru S.A.C.,Tumbes,postpago,2015-12-01,12516
America Movil Peru S.A.C.,Ucayali,postpago,2015-12-01,14088
America Movil Peru S.A.C.,Sin LAC,postpago,2015-12-01,505176
America Movil Peru S.A.C.,Amazonas,prepago,2015-12-01,47511
America Movil Peru S.A.C.,Ancash,prepago,2015-12-01,155502
America Movil Peru S.A.C.,Apurimac,prepago,2015-12-01,130287
America Movil Peru S.A.C.,Arequipa,prepago,2015-12-01,385087
America Movil Peru S.A.C.,Ayacucho,prepago,2015-12-01,112657
America Movil Peru S.A.C.,Cajamarca,prepago,2015-12-01,205511
America Movil Peru S.A.C.,Callao,prepago,2015-12-01,228030
America Movil Peru S.A.C.,Cusco,prepago,2015-12-01,478962
America Movil Peru S.A.C.,Huancavelica,prepago,2015-12-01,109349
America Movil Peru S.A.C.,Huanuco,prepago,2015-12-01,204843
America Movil Peru S.A.C.,Ica,prepago,2015-12-01,127963
America Movil Peru S.A.C.,Junin,prepago,2015-12-01,239641
America Movil Peru S.A.C.,La Libertad,prepago,2015-12-01,357861
America Movil Peru S.A.C.,Lambayeque,prepago,2015-12-01,114992
America Movil Peru S.A.C.,Lima,prepago,2015-12-01,3023250
America Movil Peru S.A.C.,Loreto,prepago,2015-12-01,49651
America Movil Peru S.A.C.,Madre de Dios,prepago,2015-12-01,98915
America Movil Peru S.A.C.,Moquegua,prepago,2015-12-01,28880
America Movil Peru S.A.C.,Pasco,prepago,2015-12-01,43557
America Movil Peru S.A.C.,Piura,prepago,2015-12-01,174322
America Movil Peru S.A.C.,Puno,prepago,2015-12-01,357375
America Movil Peru S.A.C.,San Martin,prepago,2015-12-01,66701
America Movil Peru S.A.C.,Tacna,prepago,2015-12-01,36262
America Movil Peru S.A.C.,Tumbes,prepago,2015-12-01,16995
America Movil Peru S.A.C.,Ucayali,prepago,2015-12-01,37416
America Movil Peru S.A.C.,Sin LAC,prepago,2015-12-01,1234705
Entel Peru S.A.,Amazonas,control,2015-12-01,252
Entel Peru S.A.,Ancash,control,2015-12-01,37294
Entel Peru S.A.,Apurimac,control,2015-12-01,598
Entel Peru S.A.,Arequipa,control,2015-12-01,41765
Entel Peru S.A.,Ayacucho,control,2015-12-01,1902
Entel Peru S.A.,Cajamarca,control,2015-12-01,6133
Entel Peru S.A.,Callao,control,2015-12-01,55464
Entel Peru S.A.,Cusco,control,2015-12-01,13979
Entel Peru S.A.,Huancavelica,control,2015-12-01,992
Entel Peru S.A.,Huanuco,control,2015-12-01,3059
Entel Peru S.A.,Ica,control,2015-12-01,45599
Entel Peru S.A.,Junin,control,2015-12-01,22282
Entel Peru S.A.,La Libertad,control,2015-12-01,37261
Entel Peru S.A.,Lambayeque,control,2015-12-01,19840
Entel Peru S.A.,Lima,control,2015-12-01,787838
Entel Peru S.A.,Loreto,control,2015-12-01,4119
Entel Peru S.A.,Madre de Dios,control,2015-12-01,1236
Entel Peru S.A.,Moquegua,control,2015-12-01,4584
Entel Peru S.A.,Pasco,control,2015-12-01,2444
Entel Peru S.A.,Piura,control,2015-12-01,54059
Entel Peru S.A.,Puno,control,2015-12-01,14777
Entel Peru S.A.,San Martin,control,2015-12-01,1155
Entel Peru S.A.,Tacna,control,2015-12-01,12440
Entel Peru S.A.,Tumbes,control,2015-12-01,4765
Entel Peru S.A.,Ucayali,control,2015-12-01,4166
Entel Peru S.A.,Sin LAC,control,2015-12-01,166159
Entel Peru S.A.,Amazonas,postpago,2015-12-01,2
Entel Peru S.A.,Ancash,postpago,2015-12-01,298
Entel Peru S.A.,Apurimac,postpago,2015-12-01,7
Entel Peru S.A.,Arequipa,postpago,2015-12-01,691
Entel Peru S.A.,Ayacucho,postpago,2015-12-01,12
Entel Peru S.A.,Cajamarca,postpago,2015-12-01,48
Entel Peru S.A.,Callao,postpago,2015-12-01,1448
Entel Peru S.A.,Cusco,postpago,2015-12-01,326
Entel Peru S.A.,Huancavelica,postpago,2015-12-01,10
Entel Peru S.A.,Huanuco,postpago,2015-12-01,20
Entel Peru S.A.,Ica,postpago,2015-12-01,899
Entel Peru S.A.,Junin,postpago,2015-12-01,167
Entel Peru S.A.,La Libertad,postpago,2015-12-01,566
Entel Peru S.A.,Lambayeque,postpago,2015-12-01,248
Entel Peru S.A.,Lima,postpago,2015-12-01,17870
Entel Peru S.A.,Loreto,postpago,2015-12-01,60
Entel Peru S.A.,Madre de Dios,postpago,2015-12-01,10
Entel Peru S.A.,Moquegua,postpago,2015-12-01,129
Entel Peru S.A.,Pasco,postpago,2015-12-01,35
Entel Peru S.A.,Piura,postpago,2015-12-01,1218
Entel Peru S.A.,Puno,postpago,2015-12-01,244
Entel Peru S.A.,San Martin,postpago,2015-12-01,24
Entel Peru S.A.,Tacna,postpago,2015-12-01,254
Entel Peru S.A.,Tumbes,postpago,2015-12-01,161
Entel Peru S.A.,Ucayali,postpago,2015-12-01,25
Entel Peru S.A.,Sin LAC,postpago,2015-12-01,16905
Entel Peru S.A.,Amazonas,prepago,2015-12-01,420
Entel Peru S.A.,Ancash,prepago,2015-12-01,41799
Entel Peru S.A.,Apurimac,prepago,2015-12-01,663
Entel Peru S.A.,Arequipa,prepago,2015-12-01,38992
Entel Peru S.A.,Ayacucho,prepago,2015-12-01,2834
Entel Peru S.A.,Cajamarca,prepago,2015-12-01,11674
Entel Peru S.A.,Callao,prepago,2015-12-01,44386
Entel Peru S.A.,Cusco,prepago,2015-12-01,13332
Entel Peru S.A.,Huancavelica,prepago,2015-12-01,1235
Entel Peru S.A.,Huanuco,prepago,2015-12-01,5491
Entel Peru S.A.,Ica,prepago,2015-12-01,41680
Entel Peru S.A.,Junin,prepago,2015-12-01,23441
Entel Peru S.A.,La Libertad,prepago,2015-12-01,27879
Entel Peru S.A.,Lambayeque,prepago,2015-12-01,26048
Entel Peru S.A.,Lima,prepago,2015-12-01,463609
Entel Peru S.A.,Loreto,prepago,2015-12-01,4940
Entel Peru S.A.,Madre de Dios,prepago,2015-12-01,938
Entel Peru S.A.,Moquegua,prepago,2015-12-01,2717
Entel Peru S.A.,Pasco,prepago,2015-12-01,1636
Entel Peru S.A.,Piura,prepago,2015-12-01,44915
Entel Peru S.A.,Puno,prepago,2015-12-01,25116
Entel Peru S.A.,San Martin,prepago,2015-12-01,853
Entel Peru S.A.,Tacna,prepago,2015-12-01,10309
Entel Peru S.A.,Tumbes,prepago,2015-12-01,5398
Entel Peru S.A.,Ucayali,prepago,2015-12-01,5606
Entel Peru S.A.,Sin LAC,prepago,2015-12-01,847113
Telefonica del Peru S.A.A.,Amazonas,control,2015-12-01,52556
Telefonica del Peru S.A.A.,Ancash,control,2015-12-01,152548
Telefonica del Peru S.A.A.,Apurimac,control,2015-12-01,31744
Telefonica del Peru S.A.A.,Arequipa,control,2015-12-01,187325
Telefonica del Peru S.A.A.,Ayacucho,control,2015-12-01,101989
Telefonica del Peru S.A.A.,Cajamarca,control,2015-12-01,178415
Telefonica del Peru S.A.A.,Callao,control,2015-12-01,123531
Telefonica del Peru S.A.A.,Cusco,control,2015-12-01,68526
Telefonica del Peru S.A.A.,Huancavelica,control,2015-12-01,24818
Telefonica del Peru S.A.A.,Huanuco,control,2015-12-01,81668
Telefonica del Peru S.A.A.,Ica,control,2015-12-01,126821
Telefonica del Peru S.A.A.,Junin,control,2015-12-01,189242
Telefonica del Peru S.A.A.,La Libertad,control,2015-12-01,285843
Telefonica del Peru S.A.A.,Lambayeque,control,2015-12-01,250699
Telefonica del Peru S.A.A.,Lima,control,2015-12-01,1072137
Telefonica del Peru S.A.A.,Loreto,control,2015-12-01,100979
Telefonica del Peru S.A.A.,Madre de Dios,control,2015-12-01,4766
Telefonica del Peru S.A.A.,Moquegua,control,2015-12-01,41805
Telefonica del Peru S.A.A.,Pasco,control,2015-12-01,37742
Telefonica del Peru S.A.A.,Piura,control,2015-12-01,281049
Telefonica del Peru S.A.A.,Puno,control,2015-12-01,95880
Telefonica del Peru S.A.A.,San Martin,control,2015-12-01,143558
Telefonica del Peru S.A.A.,Tacna,control,2015-12-01,73073
Telefonica del Peru S.A.A.,Tumbes,control,2015-12-01,54228
Telefonica del Peru S.A.A.,Ucayali,control,2015-12-01,87659
Telefonica del Peru S.A.A.,Sin LAC,control,2015-12-01,256805
Telefonica del Peru S.A.A.,Amazonas,postpago,2015-12-01,7455
Telefonica del Peru S.A.A.,Ancash,postpago,2015-12-01,28589
Telefonica del Peru S.A.A.,Apurimac,postpago,2015-12-01,6401
Telefonica del Peru S.A.A.,Arequipa,postpago,2015-12-01,61597
Telefonica del Peru S.A.A.,Ayacucho,postpago,2015-12-01,16718
Telefonica del Peru S.A.A.,Cajamarca,postpago,2015-12-01,28727
Telefonica del Peru S.A.A.,Callao,postpago,2015-12-01,50102
Telefonica del Peru S.A.A.,Cusco,postpago,2015-12-01,26693
Telefonica del Peru S.A.A.,Huancavelica,postpago,2015-12-01,3899
Telefonica del Peru S.A.A.,Huanuco,postpago,2015-12-01,15356
Telefonica del Peru S.A.A.,Ica,postpago,2015-12-01,29668
Telefonica del Peru S.A.A.,Junin,postpago,2015-12-01,35899
Telefonica del Peru S.A.A.,La Libertad,postpago,2015-12-01,63995
Telefonica del Peru S.A.A.,Lambayeque,postpago,2015-12-01,48873
Telefonica del Peru S.A.A.,Lima,postpago,2015-12-01,523607
Telefonica del Peru S.A.A.,Loreto,postpago,2015-12-01,20812
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2015-12-01,1891
Telefonica del Peru S.A.A.,Moquegua,postpago,2015-12-01,10298
Telefonica del Peru S.A.A.,Pasco,postpago,2015-12-01,5506
Telefonica del Peru S.A.A.,Piura,postpago,2015-12-01,56678
Telefonica del Peru S.A.A.,Puno,postpago,2015-12-01,15428
Telefonica del Peru S.A.A.,San Martin,postpago,2015-12-01,26752
Telefonica del Peru S.A.A.,Tacna,postpago,2015-12-01,15589
Telefonica del Peru S.A.A.,Tumbes,postpago,2015-12-01,10954
Telefonica del Peru S.A.A.,Ucayali,postpago,2015-12-01,15164
Telefonica del Peru S.A.A.,Sin LAC,postpago,2015-12-01,146146
Telefonica del Peru S.A.A.,Amazonas,prepago,2015-12-01,114508
Telefonica del Peru S.A.A.,Ancash,prepago,2015-12-01,373620
Telefonica del Peru S.A.A.,Apurimac,prepago,2015-12-01,99263
Telefonica del Peru S.A.A.,Arequipa,prepago,2015-12-01,406766
Telefonica del Peru S.A.A.,Ayacucho,prepago,2015-12-01,241817
Telefonica del Peru S.A.A.,Cajamarca,prepago,2015-12-01,469890
Telefonica del Peru S.A.A.,Callao,prepago,2015-12-01,192028
Telefonica del Peru S.A.A.,Cusco,prepago,2015-12-01,244188
Telefonica del Peru S.A.A.,Huancavelica,prepago,2015-12-01,81663
Telefonica del Peru S.A.A.,Huanuco,prepago,2015-12-01,179359
Telefonica del Peru S.A.A.,Ica,prepago,2015-12-01,302071
Telefonica del Peru S.A.A.,Junin,prepago,2015-12-01,418738
Telefonica del Peru S.A.A.,La Libertad,prepago,2015-12-01,528527
Telefonica del Peru S.A.A.,Lambayeque,prepago,2015-12-01,435014
Telefonica del Peru S.A.A.,Lima,prepago,2015-12-01,2136361
Telefonica del Peru S.A.A.,Loreto,prepago,2015-12-01,225130
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2015-12-01,12386
Telefonica del Peru S.A.A.,Moquegua,prepago,2015-12-01,63151
Telefonica del Peru S.A.A.,Pasco,prepago,2015-12-01,93060
Telefonica del Peru S.A.A.,Piura,prepago,2015-12-01,600575
Telefonica del Peru S.A.A.,Puno,prepago,2015-12-01,443473
Telefonica del Peru S.A.A.,San Martin,prepago,2015-12-01,285240
Telefonica del Peru S.A.A.,Tacna,prepago,2015-12-01,144892
Telefonica del Peru S.A.A.,Tumbes,prepago,2015-12-01,74047
Telefonica del Peru S.A.A.,Ucayali,prepago,2015-12-01,167956
Telefonica del Peru S.A.A.,Sin LAC,prepago,2015-12-01,4129935
Viettel Peru S.A.C.,Amazonas,control,2015-12-01,1821
Viettel Peru S.A.C.,Ancash,control,2015-12-01,5467
Viettel Peru S.A.C.,Apurimac,control,2015-12-01,1026
Viettel Peru S.A.C.,Arequipa,control,2015-12-01,8556
Viettel Peru S.A.C.,Ayacucho,control,2015-12-01,4017
Viettel Peru S.A.C.,Cajamarca,control,2015-12-01,5605
Viettel Peru S.A.C.,Callao,control,2015-12-01,5307
Viettel Peru S.A.C.,Cusco,control,2015-12-01,6178
Viettel Peru S.A.C.,Huancavelica,control,2015-12-01,1151
Viettel Peru S.A.C.,Huanuco,control,2015-12-01,3125
Viettel Peru S.A.C.,Ica,control,2015-12-01,3336
Viettel Peru S.A.C.,Junin,control,2015-12-01,5545
Viettel Peru S.A.C.,La Libertad,control,2015-12-01,4924
Viettel Peru S.A.C.,Lambayeque,control,2015-12-01,3259
Viettel Peru S.A.C.,Lima,control,2015-12-01,51942
Viettel Peru S.A.C.,Loreto,control,2015-12-01,2407
Viettel Peru S.A.C.,Madre de Dios,control,2015-12-01,1470
Viettel Peru S.A.C.,Moquegua,control,2015-12-01,2977
Viettel Peru S.A.C.,Pasco,control,2015-12-01,1929
Viettel Peru S.A.C.,Piura,control,2015-12-01,2983
Viettel Peru S.A.C.,Puno,control,2015-12-01,9492
Viettel Peru S.A.C.,San Martin,control,2015-12-01,2834
Viettel Peru S.A.C.,Tacna,control,2015-12-01,4618
Viettel Peru S.A.C.,Tumbes,control,2015-12-01,810
Viettel Peru S.A.C.,Ucayali,control,2015-12-01,1221
Viettel Peru S.A.C.,Sin LAC,control,2015-12-01,0
Viettel Peru S.A.C.,Ancash,postpago,2015-12-01,2
Viettel Peru S.A.C.,Arequipa,postpago,2015-12-01,4
Viettel Peru S.A.C.,Ayacucho,postpago,2015-12-01,1
Viettel Peru S.A.C.,Callao,postpago,2015-12-01,1
Viettel Peru S.A.C.,Huanuco,postpago,2015-12-01,1
Viettel Peru S.A.C.,Ica,postpago,2015-12-01,2
Viettel Peru S.A.C.,Junin,postpago,2015-12-01,2
Viettel Peru S.A.C.,La Libertad,postpago,2015-12-01,1
Viettel Peru S.A.C.,Lambayeque,postpago,2015-12-01,1
Viettel Peru S.A.C.,Lima,postpago,2015-12-01,32
Viettel Peru S.A.C.,Moquegua,postpago,2015-12-01,2
Viettel Peru S.A.C.,Puno,postpago,2015-12-01,8
Viettel Peru S.A.C.,Tumbes,postpago,2015-12-01,1
Viettel Peru S.A.C.,Sin LAC,postpago,2015-12-01,0
Viettel Peru S.A.C.,Amazonas,prepago,2015-12-01,15128
Viettel Peru S.A.C.,Ancash,prepago,2015-12-01,47631
Viettel Peru S.A.C.,Apurimac,prepago,2015-12-01,12573
Viettel Peru S.A.C.,Arequipa,prepago,2015-12-01,50713
Viettel Peru S.A.C.,Ayacucho,prepago,2015-12-01,26130
Viettel Peru S.A.C.,Cajamarca,prepago,2015-12-01,40852
Viettel Peru S.A.C.,Callao,prepago,2015-12-01,32743
Viettel Peru S.A.C.,Cusco,prepago,2015-12-01,49748
Viettel Peru S.A.C.,Huancavelica,prepago,2015-12-01,12127
Viettel Peru S.A.C.,Huanuco,prepago,2015-12-01,34689
Viettel Peru S.A.C.,Ica,prepago,2015-12-01,28563
Viettel Peru S.A.C.,Junin,prepago,2015-12-01,45756
Viettel Peru S.A.C.,La Libertad,prepago,2015-12-01,55976
Viettel Peru S.A.C.,Lambayeque,prepago,2015-12-01,39383
Viettel Peru S.A.C.,Lima,prepago,2015-12-01,345056
Viettel Peru S.A.C.,Loreto,prepago,2015-12-01,28409
Viettel Peru S.A.C.,Madre de Dios,prepago,2015-12-01,10577
Viettel Peru S.A.C.,Moquegua,prepago,2015-12-01,10600
Viettel Peru S.A.C.,Pasco,prepago,2015-12-01,10786
Viettel Peru S.A.C.,Piura,prepago,2015-12-01,50446
Viettel Peru S.A.C.,Puno,prepago,2015-12-01,65174
Viettel Peru S.A.C.,San Martin,prepago,2015-12-01,31592
Viettel Peru S.A.C.,Tacna,prepago,2015-12-01,21233
Viettel Peru S.A.C.,Tumbes,prepago,2015-12-01,8122
Viettel Peru S.A.C.,Ucayali,prepago,2015-12-01,15016
America Movil Peru S.A.C.,Amazonas,control,2016-01-01,1
America Movil Peru S.A.C.,Ancash,control,2016-01-01,30
America Movil Peru S.A.C.,Apurimac,control,2016-01-01,2
America Movil Peru S.A.C.,Arequipa,control,2016-01-01,253
America Movil Peru S.A.C.,Ayacucho,control,2016-01-01,1
America Movil Peru S.A.C.,Cajamarca,control,2016-01-01,12
America Movil Peru S.A.C.,Callao,control,2016-01-01,92
America Movil Peru S.A.C.,Cusco,control,2016-01-01,108
America Movil Peru S.A.C.,Huancavelica,control,2016-01-01,0
America Movil Peru S.A.C.,Huanuco,control,2016-01-01,4
America Movil Peru S.A.C.,Ica,control,2016-01-01,31
America Movil Peru S.A.C.,Junin,control,2016-01-01,23
America Movil Peru S.A.C.,La Libertad,control,2016-01-01,158
America Movil Peru S.A.C.,Lambayeque,control,2016-01-01,57
America Movil Peru S.A.C.,Lima,control,2016-01-01,1780
America Movil Peru S.A.C.,Loreto,control,2016-01-01,11
America Movil Peru S.A.C.,Madre de Dios,control,2016-01-01,8
America Movil Peru S.A.C.,Moquegua,control,2016-01-01,17
America Movil Peru S.A.C.,Pasco,control,2016-01-01,3
America Movil Peru S.A.C.,Piura,control,2016-01-01,39
America Movil Peru S.A.C.,Puno,control,2016-01-01,6
America Movil Peru S.A.C.,San Martin,control,2016-01-01,4
America Movil Peru S.A.C.,Tacna,control,2016-01-01,54
America Movil Peru S.A.C.,Tumbes,control,2016-01-01,0
America Movil Peru S.A.C.,Ucayali,control,2016-01-01,4
America Movil Peru S.A.C.,Sin LAC,control,2016-01-01,800
America Movil Peru S.A.C.,Amazonas,postpago,2016-01-01,8777
America Movil Peru S.A.C.,Ancash,postpago,2016-01-01,52550
America Movil Peru S.A.C.,Apurimac,postpago,2016-01-01,33740
America Movil Peru S.A.C.,Arequipa,postpago,2016-01-01,291924
America Movil Peru S.A.C.,Ayacucho,postpago,2016-01-01,23727
America Movil Peru S.A.C.,Cajamarca,postpago,2016-01-01,66096
America Movil Peru S.A.C.,Callao,postpago,2016-01-01,132794
America Movil Peru S.A.C.,Cusco,postpago,2016-01-01,175032
America Movil Peru S.A.C.,Huancavelica,postpago,2016-01-01,12637
America Movil Peru S.A.C.,Huanuco,postpago,2016-01-01,37414
America Movil Peru S.A.C.,Ica,postpago,2016-01-01,72521
America Movil Peru S.A.C.,Junin,postpago,2016-01-01,76026
America Movil Peru S.A.C.,La Libertad,postpago,2016-01-01,197502
America Movil Peru S.A.C.,Lambayeque,postpago,2016-01-01,63816
America Movil Peru S.A.C.,Lima,postpago,2016-01-01,1969575
America Movil Peru S.A.C.,Loreto,postpago,2016-01-01,14586
America Movil Peru S.A.C.,Madre de Dios,postpago,2016-01-01,27802
America Movil Peru S.A.C.,Moquegua,postpago,2016-01-01,24052
America Movil Peru S.A.C.,Pasco,postpago,2016-01-01,11854
America Movil Peru S.A.C.,Piura,postpago,2016-01-01,67549
America Movil Peru S.A.C.,Puno,postpago,2016-01-01,75450
America Movil Peru S.A.C.,San Martin,postpago,2016-01-01,18443
America Movil Peru S.A.C.,Tacna,postpago,2016-01-01,32915
America Movil Peru S.A.C.,Tumbes,postpago,2016-01-01,9712
America Movil Peru S.A.C.,Ucayali,postpago,2016-01-01,14017
America Movil Peru S.A.C.,Sin LAC,postpago,2016-01-01,522156
America Movil Peru S.A.C.,Amazonas,prepago,2016-01-01,46763
America Movil Peru S.A.C.,Ancash,prepago,2016-01-01,150723
America Movil Peru S.A.C.,Apurimac,prepago,2016-01-01,124568
America Movil Peru S.A.C.,Arequipa,prepago,2016-01-01,387344
America Movil Peru S.A.C.,Ayacucho,prepago,2016-01-01,108438
America Movil Peru S.A.C.,Cajamarca,prepago,2016-01-01,202028
America Movil Peru S.A.C.,Callao,prepago,2016-01-01,219871
America Movil Peru S.A.C.,Cusco,prepago,2016-01-01,466770
America Movil Peru S.A.C.,Huancavelica,prepago,2016-01-01,99968
America Movil Peru S.A.C.,Huanuco,prepago,2016-01-01,193590
America Movil Peru S.A.C.,Ica,prepago,2016-01-01,126091
America Movil Peru S.A.C.,Junin,prepago,2016-01-01,236358
America Movil Peru S.A.C.,La Libertad,prepago,2016-01-01,355319
America Movil Peru S.A.C.,Lambayeque,prepago,2016-01-01,115595
America Movil Peru S.A.C.,Lima,prepago,2016-01-01,2974314
America Movil Peru S.A.C.,Loreto,prepago,2016-01-01,47533
America Movil Peru S.A.C.,Madre de Dios,prepago,2016-01-01,99591
America Movil Peru S.A.C.,Moquegua,prepago,2016-01-01,28734
America Movil Peru S.A.C.,Pasco,prepago,2016-01-01,41410
America Movil Peru S.A.C.,Piura,prepago,2016-01-01,171604
America Movil Peru S.A.C.,Puno,prepago,2016-01-01,356818
America Movil Peru S.A.C.,San Martin,prepago,2016-01-01,66331
America Movil Peru S.A.C.,Tacna,prepago,2016-01-01,38603
America Movil Peru S.A.C.,Tumbes,prepago,2016-01-01,16693
America Movil Peru S.A.C.,Ucayali,prepago,2016-01-01,37101
America Movil Peru S.A.C.,Sin LAC,prepago,2016-01-01,1257767
Entel Peru S.A.,Amazonas,control,2016-01-01,268
Entel Peru S.A.,Ancash,control,2016-01-01,46574
Entel Peru S.A.,Apurimac,control,2016-01-01,773
Entel Peru S.A.,Arequipa,control,2016-01-01,47324
Entel Peru S.A.,Ayacucho,control,2016-01-01,2632
Entel Peru S.A.,Cajamarca,control,2016-01-01,7519
Entel Peru S.A.,Callao,control,2016-01-01,84272
Entel Peru S.A.,Cusco,control,2016-01-01,14807
Entel Peru S.A.,Huancavelica,control,2016-01-01,1025
Entel Peru S.A.,Huanuco,control,2016-01-01,3709
Entel Peru S.A.,Ica,control,2016-01-01,46854
Entel Peru S.A.,Junin,control,2016-01-01,22542
Entel Peru S.A.,La Libertad,control,2016-01-01,40377
Entel Peru S.A.,Lambayeque,control,2016-01-01,21003
Entel Peru S.A.,Lima,control,2016-01-01,750344
Entel Peru S.A.,Loreto,control,2016-01-01,3085
Entel Peru S.A.,Madre de Dios,control,2016-01-01,1289
Entel Peru S.A.,Moquegua,control,2016-01-01,4223
Entel Peru S.A.,Pasco,control,2016-01-01,1599
Entel Peru S.A.,Piura,control,2016-01-01,47397
Entel Peru S.A.,Puno,control,2016-01-01,11629
Entel Peru S.A.,San Martin,control,2016-01-01,809
Entel Peru S.A.,Tacna,control,2016-01-01,11437
Entel Peru S.A.,Tumbes,control,2016-01-01,3577
Entel Peru S.A.,Ucayali,control,2016-01-01,3792
Entel Peru S.A.,Sin LAC,control,2016-01-01,176668
Entel Peru S.A.,Amazonas,postpago,2016-01-01,4
Entel Peru S.A.,Ancash,postpago,2016-01-01,522
Entel Peru S.A.,Apurimac,postpago,2016-01-01,6
Entel Peru S.A.,Arequipa,postpago,2016-01-01,1331
Entel Peru S.A.,Ayacucho,postpago,2016-01-01,31
Entel Peru S.A.,Cajamarca,postpago,2016-01-01,160
Entel Peru S.A.,Callao,postpago,2016-01-01,1928
Entel Peru S.A.,Cusco,postpago,2016-01-01,467
Entel Peru S.A.,Huancavelica,postpago,2016-01-01,19
Entel Peru S.A.,Huanuco,postpago,2016-01-01,86
Entel Peru S.A.,Ica,postpago,2016-01-01,813
Entel Peru S.A.,Junin,postpago,2016-01-01,330
Entel Peru S.A.,La Libertad,postpago,2016-01-01,986
Entel Peru S.A.,Lambayeque,postpago,2016-01-01,473
Entel Peru S.A.,Lima,postpago,2016-01-01,25624
Entel Peru S.A.,Loreto,postpago,2016-01-01,46
Entel Peru S.A.,Madre de Dios,postpago,2016-01-01,8
Entel Peru S.A.,Moquegua,postpago,2016-01-01,126
Entel Peru S.A.,Pasco,postpago,2016-01-01,36
Entel Peru S.A.,Piura,postpago,2016-01-01,1099
Entel Peru S.A.,Puno,postpago,2016-01-01,251
Entel Peru S.A.,San Martin,postpago,2016-01-01,21
Entel Peru S.A.,Tacna,postpago,2016-01-01,285
Entel Peru S.A.,Tumbes,postpago,2016-01-01,136
Entel Peru S.A.,Ucayali,postpago,2016-01-01,31
Entel Peru S.A.,Sin LAC,postpago,2016-01-01,7859
Entel Peru S.A.,Amazonas,prepago,2016-01-01,689
Entel Peru S.A.,Ancash,prepago,2016-01-01,71518
Entel Peru S.A.,Apurimac,prepago,2016-01-01,2012
Entel Peru S.A.,Arequipa,prepago,2016-01-01,57421
Entel Peru S.A.,Ayacucho,prepago,2016-01-01,6407
Entel Peru S.A.,Cajamarca,prepago,2016-01-01,19833
Entel Peru S.A.,Callao,prepago,2016-01-01,80638
Entel Peru S.A.,Cusco,prepago,2016-01-01,20396
Entel Peru S.A.,Huancavelica,prepago,2016-01-01,2014
Entel Peru S.A.,Huanuco,prepago,2016-01-01,9843
Entel Peru S.A.,Ica,prepago,2016-01-01,64497
Entel Peru S.A.,Junin,prepago,2016-01-01,36886
Entel Peru S.A.,La Libertad,prepago,2016-01-01,43983
Entel Peru S.A.,Lambayeque,prepago,2016-01-01,41964
Entel Peru S.A.,Lima,prepago,2016-01-01,627951
Entel Peru S.A.,Loreto,prepago,2016-01-01,7085
Entel Peru S.A.,Madre de Dios,prepago,2016-01-01,1635
Entel Peru S.A.,Moquegua,prepago,2016-01-01,3837
Entel Peru S.A.,Pasco,prepago,2016-01-01,1825
Entel Peru S.A.,Piura,prepago,2016-01-01,62357
Entel Peru S.A.,Puno,prepago,2016-01-01,35758
Entel Peru S.A.,San Martin,prepago,2016-01-01,1901
Entel Peru S.A.,Tacna,prepago,2016-01-01,14071
Entel Peru S.A.,Tumbes,prepago,2016-01-01,7505
Entel Peru S.A.,Ucayali,prepago,2016-01-01,8189
Entel Peru S.A.,Sin LAC,prepago,2016-01-01,744267
Telefonica del Peru S.A.A.,Amazonas,control,2016-01-01,50948
Telefonica del Peru S.A.A.,Ancash,control,2016-01-01,150426
Telefonica del Peru S.A.A.,Apurimac,control,2016-01-01,31192
Telefonica del Peru S.A.A.,Arequipa,control,2016-01-01,191991
